"No.","Time","Source","Destination","Protocol","Length","Stream index","Info"
"882","234.214555651","192.168.225.121","35.224.99.156","TCP","66","14","36038  >  80 [FIN, ACK] Seq=88 Ack=150 Win=64128 Len=0 TSval=3367817108 TSecr=2461370"
"883","234.217207841","192.168.225.121","192.168.225.1","DNS","87","","Standard query 0xdf2e AAAA daisy.ubuntu.com OPT"
"884","234.217306421","192.168.225.121","35.224.99.156","TCP","66","12","36034  >  80 [FIN, ACK] Seq=88 Ack=1 Win=64256 Len=0 TSval=3367817110 TSecr=2453413"
"885","234.217352474","192.168.225.121","35.224.99.156","TCP","66","13","36036  >  80 [FIN, ACK] Seq=88 Ack=1 Win=64256 Len=0 TSval=3367817110 TSecr=2452389"
"886","234.228251376","fe80::4c2c:be6b:7951:be66","ff02::16","ICMPv6","150","","Multicast Listener Report Message v2"
"887","234.274276120","192.168.225.1","192.168.225.121","DNS","87","","Standard query response 0xdf2e AAAA daisy.ubuntu.com OPT"
"888","234.424044340","35.174.127.31","192.168.225.121","TLSv1.2","98","2","Application Data"
"889","234.424126452","192.168.225.121","35.174.127.31","TCP","66","2","41724  >  443 [ACK] Seq=1791 Ack=1605 Win=501 Len=0 TSval=1129510620 TSecr=451491326"
"890","234.624531920","35.224.99.156","192.168.225.121","TCP","66","14","80  >  36038 [ACK] Seq=150 Ack=89 Win=26112 Len=0 TSval=2461973 TSecr=3367817108"
"891","234.624532407","35.224.99.156","192.168.225.121","TCP","54","12","80  >  36034 [RST] Seq=1 Win=0 Len=0"
"892","234.625171663","35.224.99.156","192.168.225.121","TCP","54","13","80  >  36036 [RST] Seq=1 Win=0 Len=0"
"893","234.716231464","fe80::4c2c:be6b:7951:be66","ff02::16","ICMPv6","150","","Multicast Listener Report Message v2"
"894","235.703548478","192.168.225.121","192.168.225.1","DNS","87","","Standard query 0x730d AAAA daisy.ubuntu.com OPT"
"895","235.705009921","192.168.225.121","35.174.127.31","TLSv1.2","220","2","Application Data"
"896","235.709882037","192.168.225.1","192.168.225.121","DNS","87","","Standard query response 0x730d AAAA daisy.ubuntu.com OPT"
"897","235.721332108","192.168.225.121","192.168.225.1","DNS","98","","Standard query 0x9221 A chat-pa.clients6.google.com OPT"
"898","235.721675790","192.168.225.121","192.168.225.1","DNS","98","","Standard query 0x36c7 AAAA chat-pa.clients6.google.com OPT"
"899","235.798935119","192.168.225.1","192.168.225.121","DNS","114","","Standard query response 0x9221 A chat-pa.clients6.google.com A 172.217.163.74 OPT"
"900","235.798935565","192.168.225.1","192.168.225.121","DNS","126","","Standard query response 0x36c7 AAAA chat-pa.clients6.google.com AAAA 2404:6800:4007:804::200a OPT"
"901","235.801558486","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","1392","","Initial, DCID=edf2d32045f0e294"
"902","235.951530589","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","1392","","Initial, SCID=edf2d32045f0e294"
"903","235.951531025","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","1392","","Initial, SCID=edf2d32045f0e294"
"904","235.951531161","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","290","","Handshake, SCID=edf2d32045f0e294"
"905","235.951531297","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","123","","Protected Payload (KP0)"
"906","235.956129389","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","1392","","Protected Payload (KP0), DCID=edf2d32045f0e294"
"907","235.957025710","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","1357","","Protected Payload (KP0), DCID=edf2d32045f0e294"
"908","235.982882287","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","96","","Protected Payload (KP0), DCID=edf2d32045f0e294"
"909","236.058662795","35.174.127.31","192.168.225.121","TCP","66","2","443  >  41724 [ACK] Seq=1605 Ack=1945 Win=745 Len=0 TSval=451492995 TSecr=1129511901"
"910","236.117421229","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","674","","Protected Payload (KP0)"
"911","236.117421634","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","88","","Protected Payload (KP0)"
"912","236.117421767","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"913","236.118063368","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","95","","Protected Payload (KP0), DCID=edf2d32045f0e294"
"914","236.671932593","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","886","","Protected Payload (KP0)"
"915","236.671932986","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","205","","Protected Payload (KP0)"
"916","236.671933092","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","488","","443  >  40628 Len=426"
"917","236.671933214","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","886","","Protected Payload (KP0)"
"918","236.672799567","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","97","","Protected Payload (KP0), DCID=edf2d32045f0e294"
"919","236.673036658","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:804::200a","QUIC","95","","Protected Payload (KP0), DCID=edf2d32045f0e294"
"920","236.699694995","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"921","236.707232679","192.168.225.121","192.168.225.1","DNS","86","","Standard query 0x4127 A ssl.gstatic.com OPT"
"922","236.707478837","192.168.225.121","192.168.225.1","DNS","86","","Standard query 0x8d3c AAAA ssl.gstatic.com OPT"
"923","236.801955051","192.168.225.1","192.168.225.121","DNS","102","","Standard query response 0x4127 A ssl.gstatic.com A 172.217.31.195 OPT"
"924","236.801955737","192.168.225.1","192.168.225.121","DNS","114","","Standard query response 0x8d3c AAAA ssl.gstatic.com AAAA 2404:6800:4007:80a::2003 OPT"
"925","236.804225170","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","1392","","Initial, DCID=8bb8dfe0e86c2268"
"926","236.818263684","2404:6800:4007:804::200a","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"927","236.908865352","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","1392","","Initial, SCID=8bb8dfe0e86c2268"
"928","236.937889921","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","1392","","Initial, SCID=8bb8dfe0e86c2268"
"929","236.937890337","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","285","","Handshake, SCID=8bb8dfe0e86c2268"
"930","236.937890465","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","123","","Protected Payload (KP0)"
"931","236.941971904","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","1392","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"932","236.942593795","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","457","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"933","236.968737960","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"934","237.027715308","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"935","237.028555209","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","674","","Protected Payload (KP0)"
"936","237.028555569","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","88","","Protected Payload (KP0)"
"937","237.028977251","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","96","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"938","237.029149719","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"939","237.061345987","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","451","","Protected Payload (KP0)"
"940","237.061821823","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"941","237.062034151","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","97","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"942","237.088342092","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"943","237.184665935","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"944","238.306300527","6e:df:24:b1:0e:fa","ff:ff:ff:ff:ff:ff","ARP","42","","Who has 192.168.225.121? Tell 192.168.225.1"
"945","238.306333904","20:16:b9:48:0b:f7","6e:df:24:b1:0e:fa","ARP","42","","192.168.225.121 is at 20:16:b9:48:0b:f7"
"946","239.592499317","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","95","","48971  >  443 Len=33"
"947","239.707330295","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","469","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"948","239.775555908","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  48971 Len=26"
"949","239.826405076","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"950","239.852584203","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"951","239.861130770","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","174","","Protected Payload (KP0)"
"952","239.861460850","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"953","239.861737181","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","97","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"954","239.888334996","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"955","239.972269170","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"956","240.766064684","2404:6800:4003:c03::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  52968 Len=48"
"957","240.792322893","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c03::bd","UDP","95","","52968  >  443 Len=33"
"958","241.052609763","fe80::4c2c:be6b:7951:be66","fe80::155c:ead8:f61c:38ce","ICMPv6","86","","Neighbor Solicitation for fe80::155c:ead8:f61c:38ce from 20:16:b9:48:0b:f7"
"959","241.059523453","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","174","","Redirect"
"960","241.069409819","fe80::155c:ead8:f61c:38ce","fe80::4c2c:be6b:7951:be66","ICMPv6","86","","Neighbor Advertisement fe80::155c:ead8:f61c:38ce (rtr, sol, ovr) is at 6e:df:24:b1:0e:fa"
"961","241.585624749","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"962","241.611710477","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"963","242.707186224","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","175","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"964","242.872714849","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"965","242.898917092","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"966","242.901679480","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","205","","Protected Payload (KP0)"
"967","242.901950386","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"968","242.902273980","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","97","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"969","242.927562287","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"970","243.023000422","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"971","244.247285891","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","134","","Destination Unreachable (Address unreachable)"
"972","248.956330487","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  48971 Len=48"
"973","248.982465697","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","95","","48971  >  443 Len=33"
"974","249.108527797","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  48971 Len=48"
"975","249.108843476","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","96","","48971  >  443 Len=34"
"976","250.181971627","fe80::6cdf:24ff:feae:bf7","ff02::1:ff34:4c65","ICMPv6","86","","Neighbor Solicitation for 2409:4043:2c8d:a357:4c15:6e42:4d34:4c65 from 6e:df:24:b1:0e:fa"
"977","250.182058603","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","fe80::6cdf:24ff:feae:bf7","ICMPv6","86","","Neighbor Advertisement 2409:4043:2c8d:a357:4c15:6e42:4d34:4c65 (sol, ovr) is at 20:16:b9:48:0b:f7"
"978","251.410368657","fe80::6cdf:24ff:feae:bf7","ff02::1:ff51:be66","ICMPv6","86","","Neighbor Solicitation for fe80::4c2c:be6b:7951:be66 from 6e:df:24:b1:0e:fa"
"979","251.410456282","fe80::4c2c:be6b:7951:be66","fe80::6cdf:24ff:feae:bf7","ICMPv6","86","","Neighbor Advertisement fe80::4c2c:be6b:7951:be66 (sol, ovr) is at 20:16:b9:48:0b:f7"
"980","254.701292472","192.168.225.121","91.108.56.164","SSL","102","0","Continuation Data"
"981","254.701356598","192.168.225.121","91.108.56.164","SSL","102","0","Continuation Data"
"982","254.701370933","192.168.225.121","91.108.56.164","SSL","83","0","Continuation Data"
"983","254.706621924","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","155","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"984","254.886212093","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"985","254.905568074","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","198","","Protected Payload (KP0)"
"986","254.906145508","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","97","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"987","254.908140941","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"988","254.910493550","91.108.56.164","192.168.225.121","TCP","66","0","443  >  36680 [ACK] Seq=834 Ack=913 Win=32458 Len=0 TSval=1166565546 TSecr=1302852375"
"989","254.910494182","91.108.56.164","192.168.225.121","SSL","155","0","Continuation Data"
"990","254.910565966","192.168.225.121","91.108.56.164","TCP","66","0","36680  >  443 [ACK] Seq=930 Ack=923 Win=665 Len=0 TSval=1302852585 TSecr=1166565547"
"991","254.934369851","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"992","255.009765010","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"993","255.388297719","fe80::4c2c:be6b:7951:be66","fe80::6cdf:24ff:feae:bf7","ICMPv6","86","","Neighbor Solicitation for fe80::6cdf:24ff:feae:bf7 from 20:16:b9:48:0b:f7"
"994","255.396524100","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","78","","Neighbor Advertisement fe80::6cdf:24ff:feae:bf7 (rtr, sol)"
"995","255.767443620","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c03::bd","UDP","95","","52968  >  443 Len=33"
"996","256.115806311","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c03::bd","UDP","95","","52968  >  443 Len=33"
"997","256.180674508","2404:6800:4003:c03::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  52968 Len=26"
"998","256.263835625","2404:6800:4003:c03::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","89","","443  >  52968 Len=27"
"999","256.586857968","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"1000","256.839353963","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  40628 Len=26"
"1001","258.168742839","fe80::1c10:6edb:f38f:55ba","ff02::fb","MDNS","124","","Standard query 0x0000 PTR _atc._tcp.local, ""QU"" question OPT"
"1002","258.373680545","192.168.225.135","224.0.0.251","MDNS","130","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question OPT"
"1003","258.373680796","fe80::1c10:6edb:f38f:55ba","ff02::fb","MDNS","150","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question OPT"
"1004","259.192518592","192.168.225.135","224.0.0.251","MDNS","104","","Standard query 0x0000 PTR _atc._tcp.local, ""QM"" question OPT"
"1005","259.192519091","fe80::1c10:6edb:f38f:55ba","ff02::fb","MDNS","124","","Standard query 0x0000 PTR _atc._tcp.local, ""QM"" question OPT"
"1006","262.263976307","192.168.225.135","224.0.0.251","MDNS","104","","Standard query 0x0000 PTR _atc._tcp.local, ""QM"" question OPT"
"1007","262.263976557","fe80::1c10:6edb:f38f:55ba","ff02::fb","MDNS","124","","Standard query 0x0000 PTR _atc._tcp.local, ""QM"" question OPT"
"1008","262.266296020","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"1009","262.292290281","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"1010","263.957507441","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","95","","48971  >  443 Len=33"
"1011","264.312747219","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  48971 Len=26"
"1012","264.711076128","192.168.225.121","192.168.225.1","DNS","90","","Standard query 0xe349 A clients6.google.com OPT"
"1013","264.711203176","192.168.225.121","192.168.225.1","DNS","90","","Standard query 0x2731 AAAA clients6.google.com OPT"
"1014","264.824755176","192.168.225.1","192.168.225.121","DNS","130","","Standard query response 0xe349 A clients6.google.com CNAME clients.l.google.com A 172.217.174.238 OPT"
"1015","264.824755722","192.168.225.1","192.168.225.121","DNS","142","","Standard query response 0x2731 AAAA clients6.google.com CNAME clients.l.google.com AAAA 2404:6800:4009:801::200e OPT"
"1016","264.827449104","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","1392","","Initial, DCID=b53afd0f46700206"
"1017","264.944793432","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","TCP","94","15","33942  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=177381476 TSecr=0 WS=128"
"1018","264.949972160","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","1392","","Initial, SCID=b53afd0f46700206"
"1019","265.010409452","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","1392","","Initial, SCID=b53afd0f46700206"
"1020","265.010808932","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","285","","Handshake, SCID=b53afd0f46700206"
"1021","265.011183662","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","126","","Protected Payload (KP0)"
"1022","265.014146021","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","1392","","Protected Payload (KP0), DCID=b53afd0f46700206"
"1023","265.014839304","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","1235","","Protected Payload (KP0), DCID=b53afd0f46700206"
"1024","265.040500325","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","96","","Protected Payload (KP0), DCID=b53afd0f46700206"
"1025","265.047893837","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","94","15","443  >  33942 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 TSval=848499448 TSecr=177381476 WS=256"
"1026","265.047985717","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","TCP","86","15","33942  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=177381579 TSecr=848499448"
"1027","265.048778803","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","TLSv1.3","671","15","Client Hello"
"1028","265.130133318","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","674","","Protected Payload (KP0)"
"1029","265.130488233","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","88","","Protected Payload (KP0)"
"1030","265.130720624","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","95","","Protected Payload (KP0), DCID=b53afd0f46700206"
"1031","265.139200071","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","15","443  >  33942 [ACK] Seq=1 Ack=586 Win=66816 Len=0 TSval=848499543 TSecr=177381580"
"1032","265.140549025","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"1033","265.204580102","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","298","15","Server Hello, Change Cipher Spec, Application Data"
"1034","265.204652047","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","TCP","86","15","33942  >  443 [ACK] Seq=586 Ack=213 Win=64768 Len=0 TSval=177381736 TSecr=848499605"
"1035","265.207796242","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","TLSv1.3","150","15","Change Cipher Spec, Application Data"
"1036","265.325933275","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","15","443  >  33942 [ACK] Seq=213 Ack=650 Win=66816 Len=0 TSval=848499728 TSecr=177381739"
"1037","265.326439212","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","666","15","Application Data, Application Data"
"1038","265.326467038","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","TCP","86","15","33942  >  443 [ACK] Seq=650 Ack=793 Win=64256 Len=0 TSval=177381858 TSecr=848499728"
"1039","265.407264465","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","589","","Protected Payload (KP0)"
"1040","265.407595321","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","248","","Protected Payload (KP0)"
"1041","265.408046253","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","97","","Protected Payload (KP0), DCID=b53afd0f46700206"
"1042","265.408082378","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","295","","Protected Payload (KP0)"
"1043","265.408379441","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::200e","QUIC","95","","Protected Payload (KP0), DCID=b53afd0f46700206"
"1044","265.598731048","2404:6800:4009:801::200e","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"1045","265.706428861","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","176","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"1046","265.877211828","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"1047","265.877212207","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","174","","Protected Payload (KP0)"
"1048","265.877212319","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"1049","265.877885618","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","97","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"1050","265.904131403","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"1051","265.993399832","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"1052","265.993749410","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4007:80a::2003","QUIC","95","","Protected Payload (KP0), DCID=8bb8dfe0e86c2268"
"1053","266.020633178","2404:6800:4007:80a::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
